TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;Betriebs_km;vT_MobisSo;vT_W;vT_U;vT_S;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_Kfz_W_Q;DTV_Kfz_W_Ri1;DTV_Kfz_W_Ri2;DTV_Kfz_U_Q;DTV_Kfz_U_Ri1;DTV_Kfz_U_Ri2;DTV_Kfz_S_Q;DTV_Kfz_S_Ri1;DTV_Kfz_S_Ri2;Entw_Kfz_MobisSo_Q;Entw_Kfz_W_Q;Entw_Kfz_U_Q;Entw_Kfz_S_Q;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;DTV_SV_W_Q;DTV_SV_W_Ri1;DTV_SV_W_Ri2;DTV_SV_U_Q;DTV_SV_U_Ri1;DTV_SV_U_Ri2;DTV_SV_S_Q;DTV_SV_S_Ri1;DTV_SV_S_Ri2;Entw_SV_MobisSo_Q;Entw_SV_W_Q;Entw_SV_U_Q;Entw_SV_S_Q;pSV_MobisSo_Q;pSV_W_Q;pSV_U_Q;pSV_S_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;MSV30_Kfz_MobisSo_Q;MSV30_Kfz_W_Q;MSV30_Kfz_U_Q;MSV30_Kfz_S_Q;MSV30maxRi_Kfz_MobisSo;MSV30maxRi_Kfz_W;MSV30maxRi_Kfz_U;MSV30maxRi_Kfz_S;pMSV30maxRi_Kfz_MobisSo;pMSV30maxRi_Kfz_W;pMSV30maxRi_Kfz_U;pMSV30maxRi_Kfz_S;Ri_MSV30maxRi_Kfz_MobisSo;Ri_MSV30maxRi_Kfz_W;Ri_MSV30maxRi_Kfz_U;Ri_MSV30maxRi_Kfz_S;DL_Q;DL_Ri1;DL_Ri2;JG;WG_Ri1;WG_Ri2;TG_Mo_Ri1;TGMax1_Mo_Ri1;TGMax2_Mo_Ri1;TG_Mo_Ri2;TGMax1_Mo_Ri2;TGMax2_Mo_Ri2;TG_DiMiDo_Ri1;TGMax1_DiMiDo_Ri1;TGMax2_DiMiDo_Ri1;TG_DiMiDo_Ri2;TGMax1_DiMiDo_Ri2;TGMax2_DiMiDo_Ri2;TG_Fr_Ri1;TGMax1_Fr_Ri1;TGMax2_Fr_Ri1;TG_Fr_Ri2;TGMax1_Fr_Ri2;TGMax2_Fr_Ri2;TG_Sa_Ri1;TGMax1_Sa_Ri1;TGMax2_Sa_Ri1;TG_Sa_Ri2;TGMax1_Sa_Ri2;TGMax2_Sa_Ri2;TG_SoFei_Ri1;TGMax1_SoFei_Ri1;TGMax2_SoFei_Ri1;TG_SoFei_Ri2;TGMax1_SoFei_Ri2;TGMax2_SoFei_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;pPLZ_W_Q;pLfw_W_Q;pMot_W_Q;pPmA_W_Q;pLoA_W_Q;pLzg_W_Q;pSat_W_Q;pBus_W_Q;pSon_W_Q;pPLZ_U_Q;pLfw_U_Q;pMot_U_Q;pPmA_U_Q;pLoA_U_Q;pLzg_U_Q;pSat_U_Q;pBus_U_Q;pSon_U_Q;pPLZ_S_Q;pLfw_S_Q;pMot_S_Q;pPmA_S_Q;pLoA_S_Q;pLzg_S_Q;pSat_S_Q;pBus_S_Q;pSon_S_Q;Koor_UTM32_E;Koor_UTM32_N;DTV_Kfz_WU_MobisFr_Q;DTV_Kfz_WU_MobisFr_Ri1;DTV_Kfz_WU_MobisFr_Ri2;DTV_SV_WU_MobisFr_Q;DTV_SV_WU_MobisFr_Ri1;DTV_SV_WU_MobisFr_Ri2;DTV_Kfz_WU_Sa_Q;DTV_Kfz_WU_Sa_Ri1;DTV_Kfz_WU_Sa_Ri2;DTV_SV_WU_Sa_Q;DTV_SV_WU_Sa_Ri1;DTV_SV_WU_Sa_Ri2;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;MSV30_Kfz_W_Ri1;MSV30_Kfz_W_Ri2;MSV30_Kfz_U_Ri1;MSV30_Kfz_U_Ri2;MSV30_Kfz_S_Ri1;MSV30_Kfz_S_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;bSV30_W_Ri1;bSV30_W_Ri2;bSV30_U_Ri1;bSV30_U_Ri2;bSV30_S_Ri1;bSV30_S_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;DTV_SV_W_MobisFr_Q;DTV_SV_W_MobisFr_Ri1;DTV_SV_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_D;Q_L1_D;Q_L2_D;Q_K_D;Q_P_E;Q_L1_E;Q_L2_E;Q_K_E;Q_P_N;Q_L1_N;Q_L2_N;Q_K_N;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Anmerkungen;
2644;1727;Weisdin;13;MV;B;96;;8+1;Neubrandenburg;Neubrandenburg, Abzweig B104 Prenzlau;N;Neustrelitz;Neustrelitz, Abzweig B193;S;2;2,6;271;155;71;45;9.066;4.521;4.545;9.721;4.867;4.854;9.120;4.603;4.517;6.682;3.189;3.493;+0,6;+0,6;-0,9;+3,9;660;338;322;819;422;397;635;327;309;134;60;75;-12,4;-10,2;-16,7;-23,2;7,3;8,4;7,0;2,0;0,94;0,67;1,12;527;6,3;80;19,6;604;6,6;294;4,9;;;;;;;;;;;;;;;;;;C;C;A;A;B;D;7;17;D;8;17;D;7;17;D;8;17;D;7;15;D;8;15;D;14;;D;15;;F;14;;F;14;;91,3;10,1;0,8;1,2;2,7;4,1;2,7;0,5;0,2;90,2;10,5;0,6;1,1;3,2;4,7;3,2;0,5;0,2;91,5;10,2;0,9;1,4;2,5;4,1;2,7;0,4;0,1;96,4;7,8;1,6;1,4;1,0;0,7;0,5;0,4;0,2;772.538;5.923.923;9.917;4.966;4.952;871;444;426;7.801;3.962;3.839;272;160;113;;;;;;;;;;;;;;;;;10.065;5.034;5.030;910;465;444;9,0;9,2;8,8;53,39390369;13,09944184;480;510;10,6;11,2;4,3;4,7;2,3;2,1;9,5;10,1;4.923;4.954;0,61;0,72;0,97;1,01;1,16;1,08;0,79;0,78;560;18;22;5;277;6;9;2;64;6;9;0;80;2644245O2544046O;2,608;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
3846;3715;Zossen;12;BB;B;96;;8+1;BAB A10, Berlin;Zossen;N;Baruth;Wünsdorf;S;2;;349;213;79;57;8.621;4.300;4.321;9.547;4.788;4.760;8.784;4.423;4.360;5.115;2.405;2.710;-1,1;-1,5;-1,0;+2,5;467;236;231;564;285;280;537;274;264;28;11;17;-20,7;-23,9;-7,8;-30,7;5,4;5,9;6,1;0,5;0,92;0,48;1,01;497;5,3;83;6,9;565;5,8;296;2,3;;;;;;;;;;;;;;;;;;E;D;A;A;A;E;17;;D;8;16;E;17;;D;8;16;E;16;;B;8;;D;15;;C;11;16;F;15;;F;17;;93,4;10,3;1,3;1,1;1,4;3,7;3,1;0,4;0,1;92,9;10,8;0,9;1,1;1,5;3,9;3,3;0,5;0,1;92,6;10,3;1,2;1,2;1,4;4,4;3,7;0,3;0,1;98,4;6,8;4,2;0,9;0,2;0,3;0,2;0,1;0,1;805.168;5.790.969;9.817;4.923;4.894;658;333;325;7.028;3.553;3.475;69;35;34;;;;;;;;;;;;;;;;;9.988;5.004;4.984;652;329;323;6,5;6,6;6,5;52,18458077;13,46474146;496;475;11,5;11,0;5,7;4,8;3,2;2,5;9,9;9,5;5.033;5.006;0,45;0,50;0,97;0,99;1,03;0,99;0,70;0,69;524;11;22;8;285;1;6;4;77;1;4;1;20;3846013O3746016O;1,075;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
4352;3622;Birkhahn;12;BB;B;97;;8+1;Cottbus;AS Cottbus-Süd (A15);N;Spremberg;Spremberg, Abzweig B156;S;3;83,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;871.165;5.732.222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51,61831202;14,36289867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;4352015O4352019O;0,767;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
4551;4208;Hoyerswerda;14;SN;B;97;;8+1;Hoyerswerda;Hoyerswerda;N;Bernsdorf;Bernsdorf;S;2;57,0;364;218;83;63;9.815;4.873;4.942;11.018;5.477;5.541;10.042;5.011;5.031;5.336;2.592;2.744;-0,8;-0,2;-1,3;-3,1;535;271;264;671;341;330;538;273;265;60;27;33;-1,7;-1,2;-3,6;+8,6;5,5;6,1;5,4;1,1;0,91;0,49;1,08;571;5,2;85;9,0;658;5,6;311;2,7;;;;;;;;;;;;;;;;;;D;D;A;A;A;D;8;17;E;16;;D;8;16;E;16;;D;8;16;E;15;;F;11;;F;12;;F;15;;C;15;;93,3;7,6;0,7;1,2;1,7;3,2;2,3;0,6;0,1;92,6;8,0;0,5;1,2;1,9;3,5;2,5;0,7;0,1;93,3;7,4;0,8;1,3;1,7;3,2;2,3;0,5;0,1;98,1;5,3;2,0;0,8;0,4;0,6;0,3;0,2;0,1;862.225;5.709.816;11.190;5.561;5.628;739;375;363;8.635;4.327;4.308;132;68;65;;;;;;;;;;;;;;;;;11.416;5.668;5.748;763;388;375;6,7;6,8;6,5;51,42350041;14,21130495;542;541;11,1;10,9;5,2;5,4;3,0;3,0;9,6;9,4;5.719;5.747;0,47;0,51;0,99;1,03;1,09;1,06;0,79;0,78;616;16;21;5;301;3;6;2;77;3;5;0;10;4550112O4551010O;5,108;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
4054;3686;Schlagsdorf-Grenze;12;BB;B;97;;8+1;Polen;Bundesgrenze (PL);N;Guben/Forst;B112;S;2;;244;147;66;31;3.154;1.571;1.583;3.389;1.719;1.670;3.217;1.660;1.557;2.234;928;1.306;;;;;777;399;379;947;495;452;772;423;349;184;25;159;;;;;24,7;27,9;24,0;8,2;0,95;0,74;1,19;179;23,2;37;38,5;205;22,3;98;28,8;;;;;;;;;;;;;;;;;;E;B;C;C;B;F;16;;C;;;E;16;;C;;;F;16;;E;15;;F;10;;F;11;;E;12;;C;14;;71,4;5,6;0,4;1,6;4,3;20,1;14,0;0,3;2,3;68,0;5,7;0,3;1,8;4,7;23,0;16,0;0,2;2,4;72,1;5,7;0,4;1,6;4,2;19,6;13,8;0,2;2,3;88,7;4,9;1,1;1,2;2,5;5,4;3,8;0,3;1,8;891.178;5.765.551;3.475;1.753;1.722;1.016;521;496;2.699;1.461;1.238;332;254;79;;;;;;;;;;;;;;;;;3.514;1.767;1.747;1.054;536;518;30,0;30,3;29,7;51,90298619;14,68804987;216;178;13,7;11,2;27,6;39,7;23,8;32,4;12,2;10,2;1.677;1.639;0,60;0,89;0,92;1,37;1,41;0,96;0,88;0,77;159;8;38;1;69;6;22;0;23;3;11;0;70;4054008O4054009O;0,057;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
4054;3685;Schlagsdorf-West;12;BB;B;97;;8+1;Polen;B112;N;Cottbus;Deulowitz;S;2;;227;147;65;15;4.055;2.159;1.895;4.463;2.413;2.050;4.108;2.253;1.855;2.534;1.133;1.401;;;;;903;447;456;1.103;552;551;898;477;421;197;33;164;;;;;22,3;24,7;21,9;7,8;0,92;0,60;1,09;228;21,3;51;31,4;264;20,9;121;23,7;;;;;;;;;;;;;;;;;;E;B;A;A;A;E;16;;C;;;E;16;;C;;;E;15;;D;7;14;F;10;;F;14;;C;15;;C;16;;75,6;7,2;0,4;1,2;4,1;18,1;14,2;0,1;1,0;73,1;7,4;0,3;1,2;4,3;20,3;15,9;0,1;0,9;75,9;7,3;0,5;1,3;4,0;17,8;14,1;0,1;1,0;90,3;5,7;1,4;0,7;2,5;5,0;3,9;0,2;1,2;890.990;5.765.606;4.622;2.487;2.135;1.194;588;607;3.128;1.800;1.328;337;260;77;;;;;;;;;;;;;;;;;4.699;2.522;2.177;1.237;603;635;26,3;23,9;29,2;51,90360560;14,68539248;267;203;12,4;10,7;26,6;34,2;23,2;27,5;10,6;9,3;2.468;2.135;0,49;0,72;0,91;1,25;1,25;0,91;0,74;0,64;207;10;45;1;92;6;23;0;35;3;13;0;60;4054010O4054008O;0,376;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
4438;3805;Hohenthurm;15;ST;B;100;;8+1;A9, Bitterfeld;AS Halle a. d. Saale (A9);O;A14, Halle a.d.Saale;AS Halle a. d. Saale/Peißen (A14);W;4;;295;186;56;53;27.334;13.772;13.562;30.405;15.339;15.066;27.464;13.907;13.557;15.931;7.868;8.063;+6,7;+6,2;+4,6;+11,4;3.176;1.607;1.569;3.918;1.987;1.931;3.226;1.629;1.597;397;188;209;+7,6;+8,3;+2,6;+7,9;11,6;12,9;11,7;2,5;0,90;0,50;1,07;1.536;10,7;344;19,6;1.760;11,0;865;8,8;;;;;;;;;;;;;;;;;;C;D;A;A;A;D;7;17;B;8;;D;8;17;D;8;17;E;15;;D;7;15;C;11;15;D;15;;C;15;;G;17;;85,5;8,8;0,4;0,9;3,3;8,0;6,2;0,3;2,0;84,2;9,1;0,3;0,9;3,6;8,9;6,9;0,3;2,0;85,3;8,7;0,4;1,0;3,4;8,1;6,2;0,2;2,0;94,5;6,7;0,9;1,1;0,8;1,3;1,1;0,3;1,8;714.297;5.712.429;31.355;15.802;15.553;4.331;2.180;2.151;21.522;11.011;10.511;916;534;382;;;;;;;;;;;;;;;;;31.967;16.103;15.864;4.444;2.241;2.203;13,9;13,9;13,9;51,52225791;12,08913148;1.500;1.448;10,9;10,7;9,7;11,4;5,9;6,7;9,3;9,1;15.924;15.676;0,49;0,52;1,00;1,03;1,07;1,06;0,69;0,67;1.559;63;131;7;786;23;53;3;275;17;51;1;10;4438015O4438030O;0,738;Ri1_ist_VonNK;- Anmerkungen in Bearbeitung -;
3646;3718;Heinersdorf;12;BB;B;101;n;8+1;Berlin-Tempelhof;Abzweig Heinersdorf;N;Großbeeren;Abzweig Großbeeren;S;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;795.288;5.813.365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52,39072355;13,34026637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;3645033O3646026O;1,676;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
5442;4216;Aue;14;SN;B;101;;8+1;Aue;Aue;N;Lauter;Lauter;S;2;2,8;302;182;68;52;16.815;8.525;8.291;18.428;9.315;9.113;16.976;8.529;8.447;10.999;5.773;5.226;-2,5;-3,0;+0,0;-3,6;772;387;384;963;484;479;779;390;389;98;49;49;-2,6;-2,4;-3,4;+8,2;4,6;5,2;4,6;0,9;0,92;0,58;1,08;978;4,5;147;5,5;1.131;4,9;517;1,8;;;;;;;;;;;;;;;;;;C;D;A;A;A;B;8;;E;17;;D;8;16;E;17;;D;8;15;E;16;;C;11;15;F;11;;F;15;;E;12;;94,6;9,3;0,7;0,7;2,1;1,8;1,2;0,6;0,1;93,9;9,8;0,5;0,7;2,5;2,1;1,4;0,7;0,1;94,5;9,2;0,8;0,8;2,2;1,9;1,3;0,6;0,1;98,5;6,1;1,8;0,5;0,3;0,1;0,1;0,5;0,1;763.375;5.608.798;18.842;9.523;9.319;1.066;536;530;14.118;7.060;7.058;172;83;89;;;;;;;;;;;;;;;;;19.180;9.706;9.475;1.098;552;545;5,7;5,7;5,8;50,57162777;12,71976777;897;933;10,5;11,3;7,4;2,8;2,6;1,2;9,2;9,8;9.692;9.088;0,59;0,57;1,03;1,05;1,05;1,12;0,72;0,76;1.067;34;22;8;504;6;3;4;138;4;4;1;10;5442095O5442068O;0,446;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
4446;3689;Beutersitz;12;BB;B;101;;8+1;Herzberg;Herzberg, Kreuzung B87;N;Bad Liebenwerda;Bad Liebenwerda, Abzweig B183;S;2;;295;162;81;52;3.632;1.806;1.826;3.948;1.957;1.991;3.650;1.812;1.838;2.485;1.261;1.223;;;;;525;260;266;644;318;326;551;273;278;69;35;34;;;;;14,5;16,3;15,1;2,8;0,92;0,59;1,09;210;13,7;34;24,2;248;14,3;97;8,9;;;;;;;;;;;;;;;;;;C;E;A;A;A;B;7;;D;8;16;D;7;17;E;17;;D;7;15;D;8;13;C;11;15;C;11;14;F;15;;F;17;;82,1;9,1;1,4;2,0;3,7;10,2;7,7;0,6;1,4;80,3;9,5;0,8;1,9;4,2;11,4;8,6;0,7;1,5;81,3;9,4;1,5;2,1;3,8;11,0;8,2;0,4;1,5;93,8;6,4;4,4;2,2;0,9;1,7;1,3;0,1;1,2;801.841;5.723.813;4.123;2.045;2.077;725;358;367;2.631;1.300;1.331;105;52;52;;;;;;;;;;;;;;;;;4.184;2.076;2.108;740;365;375;17,7;17,6;17,8;51,58436358;13,35749316;197;222;10,9;12,2;13,6;11,2;9,1;9,0;9,5;10,5;2.096;2.120;0,60;0,58;1,02;0,97;1,05;1,13;0,63;0,64;209;11;24;4;87;2;7;1;26;2;6;0;30;4446006O4446001O;0,870;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
5145;4215;Freiberg;14;SN;B;101;;8+1;Freiberg;Freiberg;N;Brand Erbisdorf;Brand-Erbisdorf;S;2;;336;198;80;58;14.852;7.496;7.356;16.606;8.357;8.250;15.201;7.671;7.530;8.292;4.272;4.020;-1,6;-1,6;-1,4;-1,8;773;382;391;963;477;486;781;385;396;99;48;51;-4,8;-3,6;-8,2;-4,2;5,2;5,8;5,1;1,2;0,92;0,49;1,07;869;5,2;119;5,8;996;5,6;487;2,3;;;;;;;;;;;;;;;;;;D;D;A;A;A;D;8;17;E;16;;D;8;17;E;17;;D;8;15;E;16;;F;11;;C;11;15;F;17;;C;15;;93,9;8,2;0,7;0,8;2,3;2,2;1,4;0,7;0,1;93,3;8,7;0,4;0,8;2,6;2,4;1,5;0,7;0,1;93,9;8,0;0,8;0,9;2,3;2,2;1,4;0,6;0,1;98,0;5,7;2,2;0,8;0,3;0,4;0,2;0,5;0,1;804.544;5.646.751;16.842;8.497;8.345;1.065;528;537;13.232;6.588;6.643;185;86;99;;;;;;;;;;;;;;;;;17.186;8.661;8.525;1.096;544;552;6,4;6,3;6,5;50,89197758;13,33090582;753;789;10,0;10,7;5,3;4,3;2,1;2,0;8,7;9,3;8.437;8.386;0,50;0,48;1,04;1,00;1,06;1,08;0,79;0,80;933;33;23;7;472;6;5;3;112;4;3;0;20;5145087O5046044O;2,362;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
3546;2066;Marienfelde;11;BE;B;101;;8+1;Berlin-Tempelhof;Berlin-Tempelhof (B96);N;Großbeeren, A10;Abzweig Heinersdorf (L76);S;4;;297;164;82;51;21.406;10.773;10.632;23.698;11.878;11.820;21.300;10.700;10.600;13.568;7.028;6.539;+0,4;+0,4;+1,2;+0,6;2.324;1.186;1.139;2.853;1.457;1.396;2.417;1.230;1.187;352;179;173;-0,6;+0,0;-0,9;+3,8;10,9;12,0;11,3;2,6;0,90;0,55;1,01;1.211;10,3;254;16,0;1.355;11,3;779;5,1;;;;;;;;;;;;;;;;;;D;C;A;A;A;B;8;;D;8;16;B;8;;D;8;17;B;8;;D;8;15;D;15;;C;11;15;G;18;;E;13;;87,4;9,5;1,6;0,6;5,5;4,7;3,6;0,7;1,2;86,1;10,1;1,3;0,6;6,1;5,2;4,1;0,7;1,3;86,8;9,7;1,8;0,6;5,7;4,9;3,8;0,7;1,2;96,2;5,4;2,8;0,4;1,2;0,7;0,6;0,7;0,8;796.174;5.814.874;24.457;12.268;12.189;3.142;1.602;1.540;16.022;8.024;7.998;731;377;354;;;;;;;;;;;;;;;;;24.949;12.506;12.443;3.210;1.639;1.572;12,9;13,1;12,6;52,40377399;13,35457621;1.192;1.130;11,1;10,6;14,2;8,8;6,0;3,5;9,5;9,1;12.654;12.532;0,57;0,53;0,97;0,98;1,00;1,02;0,66;0,66;1.181;89;65;21;725;24;15;14;209;21;20;4;70;3546051O3546068O;0,230;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
3841;3636;Fredersdorf;12;BB;B;102;;8+1;Brandenburg;Golzow;N;Belzig;Belzig;S;2;94,0;291;173;71;47;3.540;1.794;1.746;3.864;1.946;1.918;3.564;1.797;1.768;2.355;1.249;1.106;+0,4;+0,8;-1,9;+4,2;236;126;111;283;151;132;264;139;125;33;18;15;+3,9;+6,4;-4,1;+23,4;6,7;7,3;7,4;1,4;0,92;0,54;1,04;208;6,6;26;8,4;243;6,8;104;4,9;;;;;;;;;;;;;;;;;;C;E;A;A;A;B;8;;E;17;;B;8;;E;17;;D;8;16;E;15;;C;10;15;F;11;;F;15;;F;17;;91,4;9,9;1,3;1,8;2,0;3,8;2,8;0,8;0,1;90,8;10,5;0,8;1,7;2,2;4,2;3,0;0,9;0,1;90,5;9,8;1,3;1,9;2,1;4,4;3,2;0,9;0,2;96,8;6,6;4,1;1,6;0,3;0,5;0,3;0,6;0,2;747.461;5.787.644;3.994;2.012;1.982;323;172;151;2.760;1.390;1.371;61;32;29;;;;;;;;;;;;;;;;;4.060;2.044;2.016;323;172;151;7,9;8,4;7,5;52,18365182;12,62008104;222;216;12,4;12,4;6,8;4,2;4,1;3,2;10,9;10,7;2.041;2.012;0,55;0,54;1,03;1,00;1,04;1,05;0,66;0,68;223;7;9;3;98;2;3;1;24;1;1;0;20;3841021O3841001O;0,527;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
4045;3637;Werbig;12;BB;B;102;;8+1;Jüterbog;Jüterbog;N;Luckau;Dahme;S;2;37,4;293;174;74;45;2.523;1.239;1.284;2.793;1.382;1.411;2.593;1.291;1.302;1.469;663;807;+6,6;+1,3;+26,9;+8,9;164;80;84;205;100;105;164;80;83;17;8;10;+15,4;+11,1;+37,5;+20,9;6,5;7,3;6,3;1,2;0,93;0,49;1,06;147;6,4;22;7,2;171;6,9;75;3,4;;;;;;;;;;;;;;;;;;A;A;-;A;A;F;17;;B;7;;F;17;;A;8;;F;17;;B;7;;F;11;;C;10;14;C;15;;F;17;;91,6;12,5;0,8;1,8;1,9;3,7;2,7;0,9;0,1;90,8;13,1;0,6;1,7;2,1;4,1;3,1;1,1;0,1;91,5;12,6;0,8;2,0;1,9;3,8;2,7;0,6;0,1;97,1;8,0;2,9;1,7;0,4;0,4;0,2;0,4;0,0;790.441;5.760.535;2.912;1.440;1.471;227;111;116;1.901;954;947;31;16;16;;;;;;;;;;;;;;;;;2.946;1.455;1.491;236;115;121;8,0;7,9;8,1;51,91964664;13,22407897;207;208;16,7;16,2;6,3;8,9;4,8;5,8;14,2;14,0;1.308;1.336;0,45;0,52;0,97;1,05;1,10;1,03;0,68;0,65;158;5;7;2;72;1;1;1;20;1;1;0;10;4045007O4045009O;0,156;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
1838;1743;Lütten Klein;13;MV;B;103;;8+1;Warnemünde;Rostock (B105, Abzw. zur A19);N;AS Rostock-West(A20);Rostock (B105, Abzw. nach Wismar);S;4;;227;131;58;38;31.128;15.725;15.402;32.931;16.706;16.225;32.023;16.141;15.882;23.546;11.700;11.846;-2,0;-3,0;+0,8;-1,9;814;405;410;965;482;483;854;427;427;227;102;125;-7,9;-7,6;-11,5;+11,2;2,6;2,9;2,7;1,0;0,97;0,70;1,06;1.728;2,6;434;2,6;1.894;2,9;1.232;1,4;;;;;;;;;;;;;;;;;;D;D;C;B;B;D;8;17;C;;;D;8;17;C;;;C;;;C;;;D;15;;A;;;B;15;;C;15;;96,9;9,4;0,5;0,5;1,3;1,0;0,7;0,3;0,0;96,6;9,9;0,5;0,5;1,5;1,2;0,8;0,3;0,0;96,8;9,4;0,6;0,5;1,3;1,0;0,7;0,4;0,0;98,6;6,7;0,8;0,4;0,4;0,1;0,1;0,5;0,0;700.108;6.002.761;33.667;17.091;16.576;1.041;520;521;27.910;13.933;13.977;418;208;210;;;;;;;;;;;;;;;;;33.786;17.182;16.604;1.060;529;531;3,1;3,1;3,2;54,13394173;12,06306803;1.457;1.477;9,3;9,6;1,7;2,4;1,0;0,7;8,5;8,9;17.106;15.895;0,69;0,72;0,99;0,98;1,07;1,05;0,81;0,86;1.829;34;20;10;1.208;10;7;8;421;7;4;2;50;1838032O1838099O;3,243;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
1938;1742;Reutershagen;13;MV;B;103;;8+1;Warnemünde;Rostock (B105, Abzw. nach Wismar);N;AS Rostock-West(A20);Rostock (L10);S;4;;305;176;79;50;31.727;15.606;16.121;34.663;17.104;17.559;32.296;15.917;16.379;20.584;9.893;10.692;-1,4;-1,3;-2,1;-0,6;1.264;624;641;1.557;771;787;1.279;631;648;209;94;115;-10,7;-9,1;-15,1;-8,0;4,0;4,5;4,0;1,0;0,93;0,58;1,07;1.850;3,8;266;6,9;2.118;4,1;1.046;1,6;;;;;;;;;;;;;;;;;;E;D;A;A;A;D;8;17;D;8;16;D;8;17;E;16;;D;8;16;D;8;15;F;12;;D;15;;C;15;;F;16;;94,6;10,2;0,3;0,7;1,9;1,8;1,2;0,2;0,6;94,1;10,8;0,2;0,7;2,2;2,1;1,4;0,2;0,7;94,7;10,0;0,4;0,9;1,9;1,8;1,3;0,2;0,5;97,9;6,9;0,5;0,6;0,5;0,3;0,1;0,3;0,5;700.613;5.997.774;35.440;17.495;17.945;1.698;838;860;27.087;13.300;13.787;428;220;208;;;;;;;;;;;;;;;;;35.927;17.738;18.189;1.752;865;886;4,9;4,9;4,9;54,08898556;12,06747413;1.780;1.812;11,4;11,2;5,1;3,0;2,6;1,4;10,0;10,0;17.416;17.872;0,57;0,59;0,99;0,97;1,08;1,07;0,76;0,77;2.025;47;41;6;1.025;9;8;3;247;10;8;1;40;1938309O1838032O;0,389;Ri1_ist_NachNK;- Anmerkungen in Bearbeitung -;
